accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,motionAttitudeReferenceFrame,motionGravityX,motionGravityY,motionGravityZ,motionHeading,motionMagneticFieldAccuracy,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionPitch,motionQuaternionW,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionRoll,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionYaw,activity
1.112762,0.256363,-0.264923,XArbitraryZVertical,0.868907,0.292844,-0.399051,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.297200,-0.624976,0.476017,-0.271812,-0.555815,1.140272,-0.126503,-0.325949,-0.496725,0.060444,-0.106138,0.125644,1.645168,0
0.929062,-0.171646,-0.189392,XArbitraryZVertical,0.935697,0.084576,-0.342518,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.084677,-0.589666,0.433597,-0.375146,-0.568817,1.219889,2.898010,0.662359,1.840450,-0.010022,0.108997,-0.222561,1.593999,0
0.851089,0.029297,-0.282578,XArbitraryZVertical,0.950053,-0.104023,-0.294241,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.104212,-0.648182,0.297629,-0.514098,-0.476425,1.270455,-0.710451,-0.159270,-0.892512,-0.050197,0.081578,-0.101999,1.190836,0
0.979477,-0.071945,-0.282501,XArbitraryZVertical,0.945752,0.001031,-0.324888,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.001031,-0.737376,0.246531,-0.526097,-0.344558,1.239903,1.314131,-0.027202,-0.577201,0.053210,-0.071481,0.056455,0.874990,0
0.942413,-0.009155,-0.122269,XArbitraryZVertical,0.945531,0.073071,-0.317224,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.073136,-0.775860,0.213894,-0.543725,-0.238019,1.247099,0.568027,0.205802,-0.562141,0.084330,-0.134991,0.027139,0.647948,0
1.030212,0.055298,-0.089661,XArbitraryZVertical,0.959458,0.097032,-0.264623,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.097185,-0.750806,0.256325,-0.549532,-0.261921,1.301682,-1.072018,0.350481,0.566222,-0.003815,0.015318,0.139303,0.745340,0
1.000854,-0.005814,-0.175339,XArbitraryZVertical,0.976508,0.056170,-0.208031,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.056200,-0.696040,0.311850,-0.546565,-0.345751,1.360899,-0.644105,0.294897,0.131574,-0.043998,0.049497,0.035973,0.967564,0
1.010529,0.222366,-0.135239,XArbitraryZVertical,0.983480,-0.035803,-0.177438,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.035810,-0.654904,0.314006,-0.559179,-0.399774,1.392298,-1.834061,-0.056666,0.633699,0.067774,0.037084,0.054071,1.066179,0
0.426743,0.129929,-0.115829,XArbitraryZVertical,0.986745,-0.081450,-0.140358,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.081541,-0.456584,0.487796,-0.438037,-0.601423,1.429501,-0.427215,0.423324,0.078889,-0.125478,0.022704,-0.137688,1.772128,0
1.295654,0.185944,-0.011551,XArbitraryZVertical,0.996852,0.079154,0.004575,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.079237,-0.484480,0.552087,-0.444395,-0.512827,1.575386,-0.206792,0.815335,-0.577924,-0.331309,0.193597,0.011035,1.707230,0
1.114594,-0.023438,0.093506,XArbitraryZVertical,0.984783,0.172707,0.019376,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.173577,-0.528767,0.554113,-0.450163,-0.459040,1.590469,1.729843,-0.281165,0.208832,0.457097,-0.200081,0.063327,1.606864,0
1.166306,0.203430,0.015579,XArbitraryZVertical,0.980337,0.189746,-0.054181,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.190904,-0.592038,0.497343,-0.474931,-0.420216,1.515585,0.231232,-0.049335,-0.098241,0.186182,-0.032306,0.138593,1.415218,0
1.059021,0.251221,0.025253,XArbitraryZVertical,0.971280,0.214616,-0.102735,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.216298,-0.615851,0.485248,-0.461700,-0.414843,1.465415,-0.501085,-0.025224,0.280860,0.057223,-0.033936,0.043180,1.380357,0
0.835709,0.090485,0.077911,XArbitraryZVertical,0.998380,-0.001901,-0.056857,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.001901,-0.456451,0.533632,-0.432213,-0.565757,1.513908,-2.182612,-0.354519,1.438809,0.068651,0.264474,0.128696,1.782052,0
0.860764,-0.078323,-0.210785,XArbitraryZVertical,0.967027,-0.156470,-0.200936,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.157115,-0.115840,0.601866,-0.193104,-0.766191,1.365924,-3.538129,0.225895,0.431145,-0.069780,0.235205,0.101693,2.713574,0
0.993332,-0.081146,-0.131714,XArbitraryZVertical,0.972040,-0.085136,-0.218837,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.085239,-0.006098,0.622137,-0.059390,-0.780629,1.349357,-0.324336,0.095071,0.091914,-0.057047,0.052909,0.030330,3.057774,0
1.079468,-0.033981,-0.314041,XArbitraryZVertical,0.981317,-0.099784,-0.164497,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.099950,0.151084,0.643237,0.063228,-0.747945,1.404712,-1.325610,0.430421,0.475476,-0.015222,0.080558,-0.042504,-2.827570,0
0.818253,-0.182220,-0.299576,XArbitraryZVertical,0.958964,-0.260510,-0.111906,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.263551,0.294176,0.659820,0.093191,-0.685137,1.454627,-0.782486,0.022374,0.651860,0.128011,0.140378,-0.167299,-2.565329,0
0.630035,-0.276840,-0.197327,XArbitraryZVertical,0.932490,-0.305936,-0.192002,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.310922,0.312179,0.632480,0.062994,-0.706078,1.367732,0.593104,-0.450667,0.095388,-0.220546,0.087766,-0.034606,-2.563122,0
0.957184,-0.252014,-0.082809,XArbitraryZVertical,0.919253,-0.326829,-0.219445,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.332947,0.250620,0.624653,-0.009282,-0.739535,1.336461,1.882434,-0.047232,-0.224013,-0.235217,0.062791,-0.180519,-2.751846,0
1.028641,-0.102859,-0.421982,XArbitraryZVertical,0.939587,-0.202348,-0.276100,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.203755,-0.021361,0.584541,-0.142343,-0.798494,1.284989,0.087608,-2.499947,-1.894803,0.534030,0.025972,0.426277,2.935373,0
0.058380,0.074615,-1.461227,XArbitraryZVertical,0.566623,0.179315,-0.804229,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.180290,-0.213994,0.311885,0.024764,-0.925376,0.613776,0.213835,-2.230133,-1.494442,0.033185,-0.096505,0.091689,2.744353,0
-0.152512,0.340179,-0.869446,XArbitraryZVertical,0.022654,0.190993,-0.981330,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.192174,-0.321166,0.041731,0.087141,-0.942081,0.023081,-0.473435,-2.119676,-0.369780,-0.300273,0.111299,-0.067162,2.486707,0
-0.316269,0.250854,-0.869568,XArbitraryZVertical,-0.235953,0.320925,-0.917242,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.326706,-0.307495,-0.062928,0.193440,-0.929552,-0.251782,0.534363,-0.981439,0.045888,-0.007990,0.005339,0.046622,2.460942,0
-0.170776,0.641556,-0.803436,XArbitraryZVertical,-0.269488,0.332743,-0.903691,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.339211,-0.297537,-0.079525,0.204524,-0.929149,-0.289812,-0.569416,0.410236,-0.021740,-0.006818,-0.017557,0.056401,2.471808,0
