accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,motionAttitudeReferenceFrame,motionGravityX,motionGravityY,motionGravityZ,motionHeading,motionMagneticFieldAccuracy,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionPitch,motionQuaternionW,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionRoll,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionYaw,activity
1.113541,0.384109,-0.402710,XArbitraryZVertical,0.992606,0.012565,-0.120728,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.012565,0.659863,-0.320463,0.580465,0.353474,1.449764,0.458159,-0.410115,-0.205098,0.059091,0.083626,0.016556,0.994692,0
0.520050,-0.032257,-0.701035,XArbitraryZVertical,0.939728,0.151282,-0.306635,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.151865,0.761141,-0.283745,0.515918,0.271997,1.255387,1.731704,-1.363708,-1.278734,0.194336,0.178139,-0.117819,0.796716,0
0.318283,-0.336166,-0.841187,XArbitraryZVertical,0.457976,-0.093612,-0.884022,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.093750,0.970335,0.042999,0.236939,0.021452,0.477990,2.983383,-3.219011,-1.186569,0.002748,0.104889,0.202275,0.021350,0
0.008301,-0.354507,-0.932526,XArbitraryZVertical,0.043054,-0.317990,-0.947116,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.323608,0.985178,0.162100,0.012866,-0.054611,0.045427,-0.349469,0.097812,0.452617,0.145575,-0.071445,0.141330,-0.118168,0
1.365036,0.136993,-0.484665,XArbitraryZVertical,0.726015,0.214462,-0.653382,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.216141,0.862971,-0.237657,0.341802,0.286307,0.838006,-2.622018,3.528067,3.457168,0.632398,0.119675,0.019639,0.737249,0
0.911713,0.106018,-0.194855,XArbitraryZVertical,0.983559,-0.180286,0.010389,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.181277,0.551403,-0.333637,0.627599,0.436762,1.581358,-1.146250,0.678249,0.851069,0.069343,0.283557,-0.309690,1.156610,0
1.045563,0.013229,-0.434433,XArbitraryZVertical,0.980250,0.002960,-0.197741,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.002960,0.491709,-0.490278,0.400945,0.597573,1.371742,-0.796034,0.445515,0.090385,0.290929,0.023911,0.101657,1.766985,0
0.865326,0.301804,-0.339966,XArbitraryZVertical,0.931287,0.160983,-0.326785,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.161687,0.650122,-0.423272,0.396797,0.490646,1.233324,0.131647,-2.103103,-2.061534,0.248309,-0.249179,0.070376,1.407745,0
0.663651,0.368912,-0.389603,XArbitraryZVertical,0.570912,0.671324,-0.472635,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.735994,0.777969,-0.495010,0.136556,0.362053,0.879297,0.873653,0.115249,-1.422666,-0.027302,-0.265196,0.106897,1.229942,0
0.587479,0.536224,-0.618805,XArbitraryZVertical,0.521946,0.644709,-0.558501,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.700642,0.840620,-0.437984,0.170058,0.269458,0.751578,0.540908,0.329577,-0.280767,0.039227,-0.052027,0.018614,0.906747,0
0.519852,0.510162,-0.629440,XArbitraryZVertical,0.518138,0.655187,-0.549784,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.714430,0.842356,-0.441567,0.173570,0.255593,0.755774,-0.188393,-0.028805,-0.003582,0.057988,-0.019354,-0.078344,0.883371,0
0.278748,0.549454,-0.635941,XArbitraryZVertical,0.475031,0.743482,-0.470723,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.838262,0.805153,-0.502340,0.110872,0.295111,0.789953,-1.674218,-0.175449,-0.032079,-0.086161,-0.105650,-0.109035,1.069929,0
0.730652,0.773819,0.084137,XArbitraryZVertical,0.691170,0.693265,-0.204128,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.766009,0.706043,-0.591221,0.219986,0.321818,1.283624,-0.177750,1.664879,2.275250,-0.238686,-0.100583,0.253169,1.440298,0
1.214035,0.165955,0.233856,XArbitraryZVertical,0.948432,0.310920,-0.061677,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.316161,0.636946,-0.502550,0.465408,0.353748,1.505857,0.300497,0.269313,1.295383,0.280770,0.135018,0.170838,1.310500,0
1.078552,0.264633,0.020325,XArbitraryZVertical,0.980616,0.193006,-0.033789,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.194225,0.597879,-0.490378,0.492580,0.399293,1.536353,0.457651,-0.193016,-0.089900,0.114904,0.068316,0.078955,1.365330,0
1.019669,0.271866,-0.086945,XArbitraryZVertical,0.971751,0.229760,-0.053954,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.231831,0.612664,-0.492574,0.479994,0.389384,1.515331,-0.108175,-0.019550,-0.055969,0.034109,0.007484,0.031096,1.351732,0
0.975647,0.228943,-0.090347,XArbitraryZVertical,0.963304,0.255411,-0.082529,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.258273,0.620763,-0.497838,0.459231,0.394864,1.485332,-0.182418,-0.356089,-0.481327,-0.025422,-0.012507,-0.033530,1.370374,0
0.939926,0.281479,-0.213913,XArbitraryZVertical,0.911912,0.357036,-0.202338,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.365093,0.686367,-0.477354,0.413478,0.360652,1.352450,0.911959,-0.428408,-0.578401,-0.016115,-0.063579,-0.007196,1.261725,0
1.107590,0.068817,-0.012695,XArbitraryZVertical,0.823292,0.405917,-0.396764,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.417982,0.772384,-0.412532,0.362540,0.319068,1.121714,1.200693,-0.453582,0.299562,0.345791,-0.305224,0.338750,1.048372,0
1.061005,0.111694,-2.040466,XArbitraryZVertical,0.907844,0.097502,-0.407815,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.097657,0.771928,-0.265419,0.475021,0.328688,1.148597,2.415629,-0.097241,0.441964,-0.493857,0.204210,-0.190360,0.868316,0
0.593536,-0.101364,-1.218353,XArbitraryZVertical,0.616623,0.248612,-0.746973,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.251247,0.860631,-0.251104,0.251914,0.364418,0.690095,-1.911151,-0.768347,-0.288714,0.277603,-0.195359,-0.151816,0.891802,0
0.048889,0.397110,-0.701370,XArbitraryZVertical,0.138811,0.141295,-0.980187,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.141769,0.793552,-0.098705,0.012793,0.600307,0.140681,2.122595,-1.894380,1.780668,0.004118,0.466997,0.226541,1.305277,0
0.207962,-0.135376,-0.929153,XArbitraryZVertical,0.110647,-0.222785,-0.968568,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.224671,0.746735,0.047795,0.115895,0.653200,0.113744,0.462458,0.148007,-0.190735,-0.071920,0.116950,0.033036,1.424522,0
0.268188,-0.161057,-0.969116,XArbitraryZVertical,0.174020,-0.343629,-0.922841,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.350779,0.744102,0.075189,0.181455,0.638539,0.186381,-0.279006,0.331825,0.120812,0.037055,-0.009901,0.010732,1.385272,0
0.399506,0.036942,-0.750946,XArbitraryZVertical,0.389552,-0.256585,-0.884542,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.259487,0.654544,-0.059057,0.232898,0.716828,0.414842,-1.047783,0.658506,-0.293108,0.154577,0.108788,0.478520,1.606665,0
0.648926,-0.362534,-0.657715,XArbitraryZVertical,0.696400,-0.295279,-0.654093,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.299747,0.735905,-0.093585,0.405210,0.534312,0.816715,0.640357,0.078847,0.006385,0.056682,-0.037408,0.020319,1.125517,0
0.199097,0.343445,-0.891922,XArbitraryZVertical,0.546227,-0.177162,-0.818688,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.178102,0.828914,-0.060843,0.294880,0.471428,0.588371,-0.836958,-2.266774,-2.060992,-0.201699,0.173683,-0.085014,0.980128,0
0.095306,0.470856,-0.918335,XArbitraryZVertical,-0.122376,0.492194,-0.861841,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.514609,0.962366,-0.258951,-0.044992,-0.069084,-0.141050,1.013170,0.277336,-0.233702,0.306107,-0.032340,-0.160880,-0.180499,0
-0.077042,0.317856,-0.918259,XArbitraryZVertical,-0.094715,0.367455,-0.925206,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.376271,0.979132,-0.189956,-0.036247,-0.062470,-0.102016,0.297927,0.035869,0.311597,0.053364,-0.069787,0.030751,-0.146869,0
0.164474,0.039825,-0.710220,XArbitraryZVertical,-0.020355,0.257896,-0.965958,-1.000000,-1.000000,0.000000,0.000000,0.000000,-0.260844,0.991021,-0.129700,-0.014101,0.029276,-0.021069,0.949391,0.186239,1.599753,0.244537,-0.050224,0.089890,0.056301,0
0.566544,-0.013962,-1.159134,XArbitraryZVertical,0.367284,-0.062912,-0.927979,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.062953,0.910558,-0.040249,0.185447,0.367250,0.376871,0.337203,2.161861,2.829458,0.248454,0.201446,-0.196624,0.754729,0
0.599075,0.056183,-0.956940,XArbitraryZVertical,0.553593,-0.223885,-0.802128,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.225799,0.779311,-0.069673,0.306727,0.541977,0.604088,-1.576199,0.546966,0.542878,-0.010304,0.154641,-0.171993,1.144716,0
